No.,Place  of measurement,Place  of measurement,Type of place,Type of place,Description,75-87,"87-109
FM","109-300 VHF-TV, CB, AirCom",300 - 450 TETRA,"450-860
UHF-TV, LTE-800","860-1000
GSM-900","1000 - 1700 Navigation, GPS, DAB","1700-2200 GSM-1800, UMTS","2200-3000 WiFi, LTE-2600","75-3000
TOTAL",Location,"Coordinates (Latitude,Longtitude)"
920,,Street,O,U,,0.02634,0.08453,0.05866,0.03479,0.06768,0.10518,0.0603,0.15108,0.16082,0.284,,
921,,Street,O,U,,0.02814,0.08584,0.0593,0.03525,0.06559,0.0596,0.06121,0.1083,0.166,0.253,,
922,,Street,O,U,,0.036,0.29806,0.05875,0.03576,0.0619,0.06249,0.06526,1.43776,0.35232,1.516,,
923,,Street,O,U,,0.09703,0.84221,0.06235,0.03783,0.17792,0.04075,0.06544,1.22268,0.16263,1.511,,
924,,Street,O,U,,0.02747,0.14528,0.05824,0.03453,0.07582,0.06574,0.06443,0.13869,0.15877,0.292,,
925,AP,Street,O,R,,0.02759,0.15039,0.70574,0.77992,0.09992,0.04578,0.06059,0.3206,0.16167,1.129,A.001.26.03.2021-COSMOTE_GIOUHTAS,
926,AP,Street,O,R,,0.02695,0.11691,0.23776,1.09538,0.13218,0.05002,0.06083,0.53439,0.17235,1.269,,
927,AP,Street,O,R,,0.02788,0.06206,0.07609,0.52371,0.11432,0.03467,0.06484,0.36266,0.17348,0.682,,
928,,Street,O,R,,0.02626,0.0315,0.05971,0.03528,0.05751,0.0528,0.0615,0.23569,0.16585,0.315,A.002.29.03.2021-COSMOTE_AIDIPSOS,
929,,Street,O,R,,0.02603,0.03075,0.05969,0.0352,0.05755,0.05115,0.06101,0.22128,0.16692,0.305,,
930,,Street,O,R,,0.02635,0.03163,0.06041,0.03604,0.08157,0.07744,0.06246,0.20586,0.17258,0.309,,
931,,Street,O,R,,0.02732,0.03192,0.06091,0.03614,0.07327,0.06991,0.0629,0.14617,0.16919,0.266,,
932,,Street,O,R,,0.02695,0.03165,0.06058,0.03571,0.05251,0.0314,0.06205,0.27229,0.16477,0.34,,
933,AP,Street,O,AP,,0.706,7.36443,0.17992,0.642,1.60635,0.62445,0.1853,0.70242,0.50341,7.677,A.003.29.03.2021-COSMOTE_LIHADA,
934,AP,Street,O,AP,,0.10403,0.92863,0.05938,0.12809,1.15655,0.27331,0.06367,0.561,0.1628,1.628,,
935,AP,Street,O,AP,,0.49132,5.0911,0.10536,0.78407,1.9595,0.43967,0.10965,0.81298,0.29515,5.62,,
936,,Street,O,U,,0.02589,0.03578,0.05799,0.03459,0.05608,0.29722,0.06022,1.95341,0.1634,1.986,A.004.06.04.2021-COSMOTE_AGRINIO,
937,,Street,O,U,,0.02619,0.03262,0.05832,0.03486,0.06567,0.49321,0.06055,0.63096,0.16673,0.827,,
938,,Street,O,U,,0.02591,0.03423,0.05847,0.03469,0.06014,0.40548,0.06052,0.56266,0.16673,0.723,,
939,,Street,O,U,,0.02589,0.03215,0.05893,0.03492,0.1358,0.38996,0.06098,0.34684,0.18526,0.579,,
940,,Street,O,U,,0.02644,0.03387,0.05952,0.03524,0.06657,0.48854,0.0613,0.87817,0.16501,1.026,,
941,,Street,O,SU,,0.02513,0.05224,0.05872,0.03492,0.04926,0.02526,0.06099,0.27022,0.16376,0.339,A.005.06.04.2021-COSMOTE_LEYKIMMI,
942,,Street,O,SU,,0.02529,0.0382,0.05867,0.03482,0.07757,0.02301,0.06064,0.50671,0.16156,0.548,,
943,,Street,O,SU,,0.02568,0.09447,0.05915,0.03508,0.04904,0.02744,0.06088,0.60182,0.16228,0.64,,
944,,Street,O,SU,,0.02602,0.06666,0.05946,0.03526,0.05149,0.02689,0.06105,0.42457,0.16232,0.473,,
945,,Street,O,SU,,0.02594,0.04981,0.05935,0.03522,0.04965,0.03301,0.06104,0.18308,0.16217,0.274,,
946,,Street,O,R,,0.05757,0.07025,0.13078,0.07675,0.10414,0.04137,0.13616,0.29676,0.35957,0.529,A.006.16.04.2021-COSMOTE_KRANIDI,
947,,Street,O,R,,0.02579,0.03297,0.05878,0.03481,0.06233,0.02052,0.06078,0.49696,0.17367,0.54,,
948,,Street,O,R,,0.02616,0.04625,0.05897,0.03475,0.05234,0.02014,0.06084,0.39976,0.16681,0.449,,
949,,Street,O,R,,0.02576,0.03247,0.05909,0.03508,0.0491,0.02028,0.06109,0.19804,0.17753,0.289,,
950,,Street,O,R,,0.02629,0.03311,0.05895,0.03497,0.04763,0.01915,0.06097,0.14427,0.16164,0.244,,
951,,Street,O,R,,0.02618,0.06909,0.0592,0.03497,0.18776,0.20313,0.06069,0.66989,0.18686,0.758,A.007.22.04.2021-COSMOTE_KORWNI,
952,,Street,O,R,,0.02698,0.05768,0.05881,0.03493,0.17822,0.22909,0.06051,0.29612,0.16089,0.458,,
953,,Street,O,R,,0.02689,0.07959,0.05881,0.03506,0.35019,0.30477,0.06108,0.46891,0.20109,0.701,,
954,,Street,O,R,,0.02521,0.03475,0.05911,0.03496,0.07717,0.07505,0.06094,0.20126,0.16113,0.297,,
955,,Street,O,SU,,0.02582,0.03065,0.05877,0.03486,0.55864,0.40622,0.06069,0.377,0.16103,0.809,A.008.20.05.2021-COSMOTE_KYTHIRA,
956,,Street,O,SU,,0.02583,0.0309,0.05897,0.03509,0.7181,0.7443,0.06069,0.5988,0.16117,1.21,,
957,,Room,I,SU,1F,0.02588,0.03073,0.05887,0.035,0.88244,1.00887,0.06046,0.81053,0.16515,1.578,,
958,,Room,I,SU,1F,0.03402,0.04083,0.07752,0.04533,1.7913,2.12136,0.07966,1.49398,0.21414,3.163,,
959,,B,I,SU,1F,0.03981,0.04694,0.08995,0.05312,1.57886,1.66367,0.09338,0.9448,0.24624,2.497,,
960,,Room,I,SU,1F,0.03681,0.04342,0.08307,0.04892,0.89672,0.73768,0.08608,1.10167,0.22717,1.623,,
961,,Room,I,SU,Ground floor,0.02584,0.03066,0.05869,0.03493,0.13648,0.13024,0.06043,0.10442,0.16526,0.289,,
962,,Room,I,SU,Ground floor,0.02606,0.03078,0.05865,0.03484,0.14553,0.08403,0.06035,0.12175,0.16127,0.281,,
963,,Room,I,SU,Ground floor,0.02602,0.03106,0.05889,0.03495,0.20242,0.29821,0.06058,0.15611,0.23677,0.469,,
964,Theatro,,O,U,,0.0274,0.07299,0.05964,0.17627,0.11749,0.07147,0.06164,0.34387,0.22769,0.483,A.009.24.05.2021-COSMOTE_NIKAIA,
965,Theatro,,O,U,,0.0271,0.09296,0.05984,0.21695,0.18099,0.12948,0.06157,0.46952,0.30832,0.655,,
966,Theatro,,O,U,,0.02624,0.06417,0.0603,0.19691,0.2032,0.17019,0.062,0.515,0.31543,0.697,,
967,Theatro,,O,U,,0.0269,0.06943,0.06,0.14657,0.30849,0.55612,0.06196,0.83717,0.55776,1.205,,
968,Theatro,,O,U,,0.02948,0.06006,0.06742,0.06924,0.97551,1.15241,0.06848,1.05641,0.70854,1.979,,
969,Theatro,,O,U,,0.02884,0.06461,0.06459,0.09897,1.25082,1.0093,0.06668,1.87976,1.25867,2.779,,
970,Theatro,,O,U,,0.05282,0.11267,0.11896,0.16337,2.20975,2.05714,0.1242,3.88907,2.49944,5.528,,
971,Theatro,,O,U,,0.02737,0.09252,0.05919,0.10375,0.69063,0.55845,0.06182,1.09068,0.67654,1.57,,
972,Theatro,,O,U,,0.03047,0.11431,0.06727,0.13859,0.34383,0.20435,0.06973,2.39291,1.68358,2.96,,
973,Theatro,,O,U,,0.02704,0.09882,0.06,0.15421,0.1676,0.14014,0.06154,1.51226,0.97738,1.825,,
974,Theatro,,O,U,,0.03189,0.23474,0.05991,0.2003,0.20701,0.1418,0.06153,0.94927,0.63617,1.213,,
975,Theatro,,O,U,,0.03216,0.17282,0.06008,0.09237,0.16373,0.16817,0.06179,0.59297,0.50708,0.843,,
976,Theatro,,O,U,,0.02661,0.06535,0.06018,0.19514,0.32331,0.29068,0.06172,0.68907,0.5289,0.997,,
977,Theatro,,O,U,,0.02687,0.06833,0.05961,0.18667,0.1231,0.09439,0.06082,0.26828,0.29626,0.481,,
978,Etairia,RT,O,U,3F,0.0413,0.51557,0.08255,0.04961,1.05621,1.66144,0.0845,3.02828,0.23002,3.658,A.012.17.12.2021-COSMOTE_GERAKA,
979,Etairia,RT,O,U,3F,0.04036,0.7024,0.08216,0.04921,1.49511,1.71902,0.08504,3.3587,0.23425,4.128,,
980,Etairia,RT,O,U,2F,0.02678,0.54906,0.05831,0.03664,0.68957,0.45574,0.05982,1.11121,0.17645,1.503,,
981,Etairia,RT,O,U,2F,0.02954,0.62815,0.05879,0.03688,0.73411,0.79954,0.06031,1.52493,0.16053,1.983,,
982,Etairia,RT,O,U,2F,0.03315,0.95246,0.05965,0.03601,1.00122,0.97831,0.05995,1.59545,0.16385,2.334,,
983,Etairia,,O,U,,0.02732,0.40373,0.06073,0.036,1.03634,1.26509,0.05993,1.68942,0.16099,2.393,,
984,Etairia,,I,U,2F,0.02576,0.05707,0.05829,0.03465,0.08705,0.0689,0.0604,0.10705,0.16953,0.254,,
985,Etairia,,I,U,2F,0.02595,0.06769,0.0586,0.03478,0.08274,0.05937,0.06061,0.10377,0.16059,0.246,,
986,Etairia,,I,U,2F,0.02514,0.08651,0.05875,0.03486,0.1116,0.04974,0.0605,0.13209,0.16292,0.275,,
987,Etairia,,I,U,1F,0.02585,0.08011,0.05891,0.03499,0.1269,0.0953,0.06058,0.33611,0.16184,0.424,,
988,Etairia,,I,U,1F,0.02638,0.03983,0.05885,0.03455,0.05775,0.0367,0.06014,0.20131,0.16164,0.286,,
989,Etairia,,O,U,,0.02565,0.11936,0.05897,0.03481,0.59062,0.5294,0.06036,0.6549,0.16064,1.052,,
990,Etairia,,I,U,,0.02616,0.06479,0.05907,0.03473,0.1779,0.15794,0.0602,0.17225,0.16676,0.357,,
991,Etairia,,O,U,,0.02587,0.11418,0.05885,0.03471,0.41341,0.28554,0.06011,0.26704,0.16186,0.61,,
992,Etairia,,O,U,,0.02585,0.18323,0.0585,0.03467,0.1966,0.19813,0.05994,0.23341,0.15955,0.448,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,,
,,,,,,0.042590099,0.279655727,0.069503557,0.057503151,0.286983464,0.38528601,,,,1.197,,
